-2.620321989059451795e+00,3.414989471435547763e+00
-2.908637523651126600e+00,3.504519939422607866e+00
-3.210089087486267090e+00,3.525660395622253418e+00
-3.510240554809570312e+00,3.489789366722106934e+00
-3.798704147338867188e+00,3.399406909942626953e+00
-4.065570950508117676e+00,3.257465958595275879e+00
-4.300778985023501200e+00,3.067627072334286886e+00
-4.496548652648925781e+00,2.837291955947875977e+00
-4.646253585815429688e+00,2.574709415435791016e+00
-4.745906591415405273e+00,2.289293050765991211e+00
-4.813889026641845703e+00,1.994319438934326172e+00
-4.882339715957641602e+00,1.699452996253967285e+00
-4.950794935226440430e+00,1.404587030410766602e+00
-5.019405364990234375e+00,1.109757602214813232e+00
-5.087833881378174716e+00,8.148857653140987312e-01
-5.156378507614134854e+00,5.200411528348958257e-01
-5.224901437759399414e+00,2.251912541687488556e-01
-5.293987989425659180e+00,-6.952501647174358368e-02
-5.364021062850952148e+00,-3.640183582901954651e-01
-5.432005405426024502e+00,-6.589919924735986312e-01
-5.489658117294311523e+00,-9.560028016567230225e-01
-5.492226362228393555e+00,-1.258024513721466064e+00
-5.413624048233032227e+00,-1.549089968204498291e+00
-5.243640899658203125e+00,-1.797791004180908203e+00
-5.003172874450683594e+00,-1.979863464832305908e+00
-4.724578857421875000e+00,-2.096864938735961914e+00
-4.431958436965942383e+00,-2.174269020557403564e+00
